37.647224,2.665616,6.646509,25.000000,4.000000,2019.000000,16.000000,32.000000,42.000000
35.623283,0.342540,74.005727,31.000000,3.000000,2019.000000,12.000000,42.000000,36.000000
26.069042,1.035000,24.587280,31.000000,3.000000,2019.000000,12.000000,42.000000,31.000000
22.943306,0.620908,30.869880,28.000000,4.000000,2019.000000,13.000000,52.000000,39.000000
25.416713,-1.486061,33.860012,28.000000,4.000000,2019.000000,5.000000,10.000000,49.000000
31.722702,7.444972,17.281412,25.000000,4.000000,2019.000000,8.000000,48.000000,41.000000
27.402283,-0.928339,35.559454,28.000000,4.000000,2019.000000,4.000000,55.000000,29.000000
37.456499,2.121102,37.202784,31.000000,3.000000,2019.000000,12.000000,40.000000,29.000000
28.620551,-0.939620,9.059325,28.000000,4.000000,2019.000000,5.000000,22.000000,41.000000
20.589374,0.506248,6.977017,25.000000,4.000000,2019.000000,10.000000,2.000000,43.000000
23.456356,0.246966,31.468009,28.000000,4.000000,2019.000000,13.000000,56.000000,49.000000
29.390985,1.000581,92.121855,26.000000,4.000000,2019.000000,16.000000,41.000000,45.000000
33.114278,-3.284328,14.740740,23.000000,4.000000,2019.000000,21.000000,30.000000,18.000000
33.477362,-8.415013,24.802320,28.000000,4.000000,2019.000000,12.000000,11.000000,3.000000
38.638469,3.184702,20.578790,31.000000,3.000000,2019.000000,12.000000,44.000000,3.000000
22.757337,0.097411,9.014727,28.000000,4.000000,2019.000000,13.000000,43.000000,49.000000
23.056227,9.747489,88.290794,26.000000,4.000000,2019.000000,20.000000,33.000000,39.000000
32.104866,2.051244,44.869776,31.000000,3.000000,2019.000000,12.000000,44.000000,25.000000
28.697527,1.681207,35.882766,28.000000,4.000000,2019.000000,4.000000,35.000000,28.000000
21.741102,11.591692,69.050150,26.000000,4.000000,2019.000000,20.000000,26.000000,24.000000
29.361556,1.295678,45.388560,28.000000,4.000000,2019.000000,4.000000,40.000000,9.000000
22.149362,4.171473,58.436812,26.000000,4.000000,2019.000000,20.000000,30.000000,41.000000
46.855350,-4.855300,72.097176,25.000000,4.000000,2019.000000,9.000000,59.000000,12.000000
38.049705,1.246957,50.288189,31.000000,3.000000,2019.000000,12.000000,44.000000,19.000000
21.835654,-1.971061,35.129945,25.000000,4.000000,2019.000000,8.000000,59.000000,57.000000
48.511255,1.035000,88.656103,31.000000,3.000000,2019.000000,12.000000,41.000000,23.000000
31.403697,0.931219,26.674939,31.000000,3.000000,2019.000000,12.000000,40.000000,31.000000
35.487270,0.870166,71.971286,31.000000,3.000000,2019.000000,12.000000,44.000000,25.000000
48.834746,1.496767,22.243728,31.000000,3.000000,2019.000000,12.000000,43.000000,50.000000
29.682410,1.076428,88.653916,26.000000,4.000000,2019.000000,16.000000,45.000000,10.000000
33.089049,-0.384616,89.125639,28.000000,4.000000,2019.000000,8.000000,56.000000,10.000000
43.032357,-4.462377,70.947217,25.000000,4.000000,2019.000000,9.000000,53.000000,12.000000
25.341707,1.355133,2.925080,31.000000,3.000000,2019.000000,12.000000,42.000000,37.000000
28.923598,7.091991,18.861987,25.000000,4.000000,2019.000000,9.000000,3.000000,7.000000
30.648808,4.956099,5.805715,26.000000,4.000000,2019.000000,20.000000,29.000000,20.000000
47.912192,0.652726,90.728410,31.000000,3.000000,2019.000000,12.000000,42.000000,19.000000
40.571541,-6.380382,49.407940,25.000000,4.000000,2019.000000,8.000000,48.000000,43.000000
36.979440,0.254824,12.311529,28.000000,4.000000,2019.000000,5.000000,12.000000,21.000000
38.926545,3.188832,8.928798,28.000000,4.000000,2019.000000,4.000000,42.000000,46.000000
27.140382,-1.246086,49.591242,25.000000,4.000000,2019.000000,8.000000,42.000000,36.000000
31.130977,-0.916417,82.864796,28.000000,4.000000,2019.000000,8.000000,42.000000,49.000000
47.352672,0.737925,28.392662,31.000000,3.000000,2019.000000,12.000000,43.000000,38.000000
45.755580,4.080264,63.828440,26.000000,4.000000,2019.000000,20.000000,28.000000,3.000000
32.516091,6.233737,9.496169,26.000000,4.000000,2019.000000,16.000000,56.000000,35.000000
30.529699,0.679097,8.500084,31.000000,3.000000,2019.000000,12.000000,42.000000,21.000000
46.513742,7.596615,53.242746,25.000000,4.000000,2019.000000,9.000000,51.000000,16.000000
47.399495,0.343556,57.723387,31.000000,3.000000,2019.000000,12.000000,43.000000,32.000000
37.139754,7.050844,6.101427,28.000000,4.000000,2019.000000,5.000000,23.000000,22.000000
